user_id,/features/mobile,/,/about,/features/web,/tutorial/intro,/tutorial/step-one,/signup,/features,/tutorial/step-two,/features/desktop,/tutorial/step-three,/pricing,/tutorial/step-four,/tutorial/end
926,,13,,8,17,2,15,,13,10,,,,
655,,7,,1,,,5,,,,,,,
906,,19,,,5,11,4,,17,4,14,,13,
798,11,14,,,20,9,1,,11,,3,2,1,3
723,,2,,,12,8,13,,18,,13,,,
904,,5,,,5,8,9,,11,,,,,
728,,9,,,9,10,17,,20,,5,,14,5
910,,11,,,9,18,12,,17,1,,,,
956,2,19,,,1,20,20,,,,,,,
734,1,2,,,,,1,,,,,,,
805,10,6,,20,4,15,19,,7,,9,,17,16
1037,3,18,,8,,,7,,,,,,,
1119,8,18,,2,,,3,,,,,,,
918,,4,,,2,7,9,,16,,13,,12,2
858,,3,,,10,16,7,17,5,,3,,,
913,5,9,,,18,18,12,,17,,9,,1,17
696,,1,,,,,,,,,,,,
789,,4,,11,9,8,13,,18,3,6,,5,17
766,,6,,5,5,17,16,,6,,9,18,11,
929,19,20,,,9,,12,10,,,,,,
984,6,16,,,10,1,17,,,11,,,,
1094,,2,,,13,,20,,,,,,,
1022,,2,,1,,,2,1,,,,,,
710,,7,,,14,1,15,,,19,,,,
1060,9,17,,15,,,9,,,,,,,
663,11,13,,,20,15,12,,10,15,13,,9,5
844,,13,,,,,,,,,,,,
953,14,15,,,8,9,10,,18,1,,,,
1109,19,2,,,20,8,1,,6,13,9,,,
965,,1,,,,,14,,,,,,,
1072,4,14,,17,3,18,15,,8,20,,,,
1009,,1,,,13,1,4,,5,11,16,,3,2
871,,8,,,7,,3,12,,,,,,
682,,19,,,16,20,10,12,,16,,,,
1038,,14,,1,,,16,11,,13,,,,
773,,12,,,,,,6,,,,,,
928,,20,,,1,,7,,,,,9,,
712,,16,,,19,3,19,,,,,,,
716,,11,,,,,9,,,14,,,,
745,16,14,,,15,14,17,,6,,13,,14,18
697,10,6,,,6,16,18,,,2,,,,
1070,,17,,,1,8,10,10,9,,11,,,
923,,20,,,,,,,,,,,,
730,,1,,,,,4,,,,,,,
801,,19,,,2,2,9,,4,,14,,,
786,,4,,3,13,17,16,14,,,,,,
1123,,15,,16,2,13,8,,12,,14,,8,17
729,,13,,,10,11,7,9,,1,,7,,
975,,5,,,1,17,18,12,19,,,,,
1043,14,2,,,,,,,,,,,,
1120,,14,,,1,19,1,17,,,,,,
998,5,7,,11,6,20,11,,20,,6,,3,15
812,,8,,,10,8,3,9,,,,,,
759,3,5,,,3,7,2,,,,,,,
903,13,5,,5,9,8,16,,6,13,13,,,
726,17,6,,5,,,14,,,3,,,,
721,,1,,2,,,2,,,,,1,,
962,,3,,,,,,,,,,,,
899,,2,,,9,19,18,,20,8,16,8,4,7
666,,18,,,9,3,1,,2,,12,,,
768,,1,,,,,,2,,,,,,
832,16,16,,,8,15,8,,19,,8,,11,13
1002,1,2,,,,,1,,,2,,,,
859,,11,,16,12,10,14,,13,,,,,
911,,11,,19,,,,18,,6,,,,
932,,19,,,14,7,16,,,16,,,,
736,,18,,,2,18,13,3,1,,8,,18,11
912,,19,,,7,7,15,,,,,,,
1121,,8,,5,16,3,18,,5,13,7,,1,9
909,16,6,2,20,3,6,9,,4,10,15,,19,14
664,,12,,,,,9,,,,,,,
1085,,14,,19,10,3,10,,8,,15,,5,11
1291,,7,,,,,,,,,,,,
1167,,14,,,9,1,4,20,,,,,,
1407,18,10,,14,5,10,17,,6,,,,,
1164,,1,,,,,1,,,,,,,
1368,11,6,,20,8,15,12,2,8,,,,,
1157,,2,,,,,,,,,,,,
1134,,1,,,,,1,,,2,,,,
1286,18,6,,,14,20,1,,16,,20,7,18,14
1413,,13,,,,,,,,,,,,
1372,,17,,5,5,11,4,5,,8,,,,
1315,,3,,,10,13,16,,1,3,19,8,19,
1320,,20,,,7,1,18,,18,20,10,,,
1281,,2,,,,,2,,,,,,,
1295,,7,,,,,,,,,,,,
1215,,18,,18,20,8,3,,16,,19,,4,
1154,1,2,2,2,,,2,,,2,,,,
1290,,11,,,,,,8,,,,,,
1289,11,19,,,,,15,1,,16,,,,
1220,17,7,14,5,1,,17,,,,,,,
1390,,13,,,11,15,1,,11,,9,,,
1308,,19,,1,,,15,,,7,,,,
1131,19,1,,4,16,7,4,15,5,,,,,
1256,,14,,,,,,,,,,,,
1420,,3,,5,8,2,18,9,3,14,,,,
1340,,17,,,,,15,,,,,,,
1292,,2,,18,11,,10,,,,,,,
1264,,14,,,,,17,,,9,,,,
1418,1,1,,1,,,1,,,,,,,
1446,,17,,,,,,,,,,,,
1384,,2,5,,20,6,5,13,1,,11,,12,20
1399,,7,,,8,4,8,,18,15,1,,2,
1231,,19,,12,17,17,20,,2,,4,,,
1388,,19,,4,2,8,2,,15,,19,,10,
1253,20,6,,,6,11,9,,19,20,17,,4,11
1323,20,14,,,,,7,1,,,,,,
1250,,15,3,,,,17,,,1,,,,
1138,,8,,11,,,7,4,,,,,,
1411,,14,,,,,,,,,,,,
1244,,2,,,12,17,9,,12,,7,,12,3
1219,5,8,,,9,12,18,,,,,,,
1424,,7,,,14,17,5,,,,,,,
1401,,2,,12,,,17,,,,,,,
1150,,8,,,,,,,,,,,,
1148,,5,,,,,,19,,,,,,
1451,1,2,,2,,,2,,,,,,,
1414,,20,,1,14,9,11,11,16,,8,,,
1276,,18,,,,,,,,,,,,
1331,,13,,6,,,,,,,,,,
1380,19,1,,,,,15,,,,,,,
1453,,19,,,,,,,,,,,,
1369,,13,,,16,15,1,,1,,9,,18,11
1146,,13,,,,,,1,,,,,,
1336,,18,,,3,8,8,,1,19,19,18,7,9
1351,2,2,,,,,2,,,2,,,,
1240,17,14,,17,,,12,16,,9,,,,
1166,,4,,,,,,,,,,,,
1312,,15,,,,,7,,,13,,,,
1272,,16,,,20,6,15,4,13,,14,,10,
1410,,3,,,,,,,,,,,,
1188,,10,,,19,1,8,,20,10,3,,,
1147,,2,,,9,,8,,,,,,,
1246,,1,,,19,3,20,12,7,,13,7,15,8
1364,,9,,7,3,1,2,,5,,13,,17,
1330,,13,,,20,2,2,,16,16,18,10,17,15
1421,,19,,,19,1,5,,4,17,,,,
1267,2,20,,20,,,8,14,,,,20,,
1142,,7,,13,19,1,19,,20,,11,,12,18
1165,,19,,7,20,9,5,,20,3,,,,
1163,1,2,,,,,2,1,,1,,,,
1345,20,16,,,,,13,,,,,,,
1226,,11,14,,,,1,,,3,,,,
1455,,15,,,7,19,18,,6,,9,10,20,7
1151,1,17,,,,,6,2,,,,2,,
1294,,2,,1,,,1,,,,,,,
1144,,17,,,,,,,,,,,,
1259,9,3,,,5,,4,,,3,,,,
1260,,11,,,14,3,18,,10,,2,,14,5
1357,,4,,,2,5,2,,,16,,,,
1335,5,17,,6,,,,,,,,,,
1204,,14,,,,,,,,,,,,
1278,3,5,,,15,2,7,,13,,,,,
1181,,11,,,7,6,1,,13,,4,,4,7
1362,13,6,,11,7,20,8,,11,5,12,,15,13
1203,19,7,,14,,,18,4,,,,,,
1280,17,10,,16,3,13,15,,20,13,16,,,
1313,,1,,,,,1,,,,,,,
1200,5,5,,,2,8,19,,14,16,4,,,
1337,,6,3,6,10,1,14,,1,15,9,,3,17
1205,9,18,3,,,,,,,15,,,,
1132,2,4,,,,,14,7,,7,,2,,
1376,,2,,13,6,,20,,,14,,,,
1422,,10,,,,,,,,,,,,
1159,,2,,1,1,17,19,,20,4,16,,3,6
1171,7,12,,1,7,9,8,5,,,,,,
1408,15,20,,11,12,12,18,,,2,,,,
1454,,16,,,10,11,10,,13,,15,,8,
1365,,17,,,16,12,14,,7,14,11,,6,5
1386,5,16,,,5,10,19,,9,,,,,
1325,,18,,,1,20,17,,16,15,12,,,
1303,,8,,,17,17,10,,5,,2,20,20,20
1266,,12,,15,,,8,,,15,,12,,
1443,,17,,,2,5,16,3,10,,5,,19,13
1209,,5,,4,7,,19,,,,,,,
1273,,8,,,20,10,20,10,18,,18,,5,2
1318,,1,,2,,,2,,,,,,,
1265,,15,,,,,,,,,,,,
1400,14,20,,,15,17,2,,1,,11,,15,7
1184,4,10,,,8,2,20,,15,,3,,6,11
1152,2,2,,,,,1,,,,,,,
1415,,2,,,13,19,13,,7,9,4,20,11,
1299,,20,,18,12,2,14,,9,,15,,17,4
1261,10,16,,,,,,,,,,,,
1143,5,16,,,16,11,14,,15,19,4,14,,
1136,,6,,,6,17,18,,18,7,8,,13,
1160,17,8,,,19,17,3,,17,,10,,2,9
1316,15,6,,,4,12,16,,19,12,11,,,
1460,,9,1,,,,13,,,10,,,,
1194,,2,,,,,,,,,,,,
1155,,6,20,,9,,3,,,,,,,
1268,,3,,,5,11,8,,1,,13,,,
1172,,8,,,17,15,19,,18,,11,14,14,17
1161,6,19,,,,,5,,,,,,,
1444,,18,,15,1,1,9,,2,,18,,17,4
1440,8,4,,,18,8,10,,13,20,15,,7,7
1249,,2,2,,,,2,,,,,,,
1423,,7,,19,8,6,11,,18,12,3,,7,17
1406,,5,,,,,,,,,,,,
1359,,7,,16,19,,5,,,,,,,
1332,,7,,,,,13,,,,,8,,
1371,18,15,,20,14,12,16,20,10,,10,,20,14
1275,,8,,18,13,13,6,,2,,14,,9,13
1385,14,8,,,13,15,4,19,13,,6,,2,11
1449,,18,,,,,17,19,,,,2,,
1175,7,12,,17,14,18,3,,9,3,,,,
1441,,12,,2,18,17,15,,,,,,,
1334,2,18,,1,6,,8,2,,,,,,
1153,,5,,,,,,,,,,,,
1283,2,15,,,1,3,19,,15,,11,,12,
1216,,2,,,,,2,,,,,,,
1346,4,10,15,16,,,11,,,,,,,
1145,,8,,10,10,5,18,,9,,7,,2,10
1177,,15,,,9,7,11,,8,10,17,12,18,11
1350,,2,,,,,1,,,1,,,,
1322,2,4,,,17,7,14,,8,,,,,
1433,,17,,,13,8,18,,7,16,10,,7,2
1190,,2,,,,,16,,,,,,,
1404,,11,,,,,,,,,,,,
1396,6,1,,17,7,,11,11,,,,,,
1285,,15,,,,,5,,,,,,,
1344,,16,,8,3,9,19,6,7,,19,,15,
1436,,1,,,,,3,,,,,,,
1461,,4,,,20,14,16,,7,6,2,,17,19
1197,8,2,,,3,17,10,,12,,,,,
1284,,18,,,,,,,,,,,,
1217,20,20,,3,6,14,4,,3,,19,,11,
1137,,3,,,2,7,8,13,15,,6,,11,7
1187,,6,,,18,,16,,,,,,,
1387,,6,,,12,,7,,,14,,11,,
1434,,2,,,7,17,6,,15,,9,,11,10
1162,,15,,,18,20,7,,,,,,,
1192,17,3,,,19,10,20,,3,6,15,,,
1397,,14,,,,,,16,,,,7,,
1140,,3,,,8,,10,9,,,,,,
1363,,9,,,13,,3,,,,,6,,
1262,,14,,,12,9,8,,2,,15,,20,2
1212,,12,,,13,,9,,,,,,,
1393,,19,,,5,16,3,19,19,,4,,14,
1358,,11,,5,10,7,17,,,11,,,,
1439,16,7,,,15,11,1,,9,,5,,5,15
1319,,13,,,16,2,18,,11,16,,,,
1349,18,3,,,20,14,20,,8,,,,,
1141,,1,,,20,18,2,,10,,19,,,
1156,,11,,,15,13,14,,2,,9,,17,12
1282,20,10,,,6,9,20,,16,,18,,7,12
1398,,12,,14,9,10,3,,,,,,,
1450,,9,,7,17,15,4,8,13,,20,,,
1279,2,2,,,,,1,1,,1,,,,
1405,5,3,,,8,18,5,,1,7,2,,2,10
1214,,2,,,,,5,,,,,,,
1257,,1,15,,5,,10,,,,,,,
1409,12,8,6,18,17,,1,18,,,,,,
1293,,15,,20,5,10,17,15,15,,,,,
1391,,14,,,5,16,5,,19,,10,,2,17
1377,,3,,,,,,17,,,,,,
1462,,20,,4,14,1,4,,10,,12,,,
1269,10,7,,,13,5,13,,7,14,8,,,
1305,,5,,,,,8,,,,,,,
1412,,7,,,,,,,,,,,,
1207,,7,,,5,15,6,,17,,7,,5,1
1402,,19,,,2,3,2,6,14,,1,,14,2
1395,,2,,,8,7,18,,6,7,13,,5,20
1133,11,8,,,,,12,,,,,3,,
1158,,10,,,,,,,,,,,,
1394,8,5,,,1,4,11,,,,,,,
1389,,18,,,19,2,5,,5,15,19,,10,4
1447,,18,4,,4,,1,8,,,,,,
1361,,2,,,9,7,2,,19,3,,,,
1343,6,14,,,20,14,1,,18,16,13,,11,
1374,,7,,,20,15,9,9,8,18,8,,5,11
1333,,8,,7,15,9,16,,3,,6,,,
1201,2,2,,,,,1,,,,,,,
1221,,2,,1,,,1,,,,,,,
1559,,17,,,,,,,,,,,,
1508,,1,,,,,,1,,,,,,
1651,12,19,,,13,17,9,2,11,,16,,20,
1535,,10,,,,,,,,,,,,
1691,,13,,,,,1,,,,,,,
1513,14,16,,,20,,6,18,,,,,,
1471,19,12,,12,17,,4,,,,,,,
1797,,1,,,,,2,2,,,,,,
1690,,16,,2,17,,11,,,11,,,,
1765,,9,,3,8,7,18,,14,9,8,,8,
1591,,14,,,18,14,2,,,,,,,
1809,17,7,,,7,12,9,,14,,16,,,
1534,7,20,,,8,9,4,8,,,,,,
1717,,14,,,4,,16,3,,16,,,,
1511,16,17,,,,,16,,,,,,,
1530,,20,,11,2,,7,13,,,,,,
1801,17,17,,19,,,10,,,,,,,
1768,,13,,,,,13,,,,,,,
1758,5,14,,,2,9,9,,7,,9,,2,12
1676,,8,,10,2,,15,,,2,,,,
1638,,15,,,11,1,5,,8,,9,13,20,8
1795,,7,6,,11,7,17,,3,,8,,,
1623,16,17,,,19,8,20,,,,,,,
1808,2,2,,12,16,15,2,,2,,2,,20,10
1581,10,10,,,3,,1,,,17,,,,
1544,1,1,,1,,,1,2,,,,,,
1497,,20,,,3,12,13,,9,,6,,14,19
1657,,11,,3,16,,7,3,,,,,,
1653,1,20,,11,7,1,11,,7,,20,,,
1592,,9,,,,,,,,,,,,
1609,,15,,,6,18,1,4,6,,6,,6,20
1675,3,9,,,,,,3,,,,,,
1575,7,3,,7,11,6,1,,,16,,,,
1509,,12,,,1,20,2,7,,,,,,
1735,,1,,,,,,,,,,,,
1813,,9,7,,6,17,16,,,,,,,
1723,,2,,,12,,7,,,13,,,,
1539,11,19,,,5,,11,7,,,,,,
1695,,5,,,11,18,17,,,10,,,,
1666,,18,,,,,,,,,,,,
1616,2,1,,2,,,2,1,,,,,,
1528,,1,,,19,1,9,,2,,17,,,
1644,,16,,,19,4,14,,14,8,3,11,1,4
1707,,3,,20,6,14,20,14,,3,,3,,
1759,18,5,,,3,16,1,10,10,,11,,12,
1719,,8,,,,,13,12,,,,,,
1814,,8,,20,17,,15,,,,,,,
1714,3,14,,8,,,20,,,17,,3,,
1659,,2,,,1,17,6,,16,,8,,1,
1683,,16,,,17,17,3,,20,16,9,,13,
1522,,3,,,,,,,,,,,,
1495,7,17,,,3,16,11,18,,,,,,
1677,,15,,5,7,,19,,,,,,,
1682,10,12,,,2,6,14,,19,,3,,5,12
1598,,2,,,,,1,,,,,,,
1798,,11,,,,,,,,17,,2,,
1642,,19,,,12,4,1,,15,,6,,,
1799,,7,,,18,,11,,,13,,,,
1540,6,11,,7,2,,1,,,20,,,,
1778,9,4,,,6,19,6,,18,15,13,,17,17
1503,,20,,5,1,12,9,,16,,3,,17,
1578,,5,,14,20,7,2,,,20,,,,
1671,,2,,,6,18,15,,2,,3,,2,10
1520,3,1,,,16,3,3,1,18,17,17,,1,5
1802,,12,,,,,3,,,,,14,,
1521,,2,,19,,,7,14,,9,,8,,
1512,16,9,,2,17,9,14,,13,,16,,6,18
1490,,20,,12,2,20,4,,,19,,6,,
1482,,7,,,,,7,,,15,,,,
1589,,9,,,,,2,11,,13,,,,
1518,9,14,,,14,,14,,,,,,,
1668,,19,,,,,3,,,2,,,,
1751,,6,,,15,,13,,,,,,,
1785,,10,,,,,,14,,,,,,
1524,,9,,7,7,8,5,,19,13,19,1,,
1788,,3,,,,,,,,,,,,
1773,6,10,,,9,12,10,,8,,8,,3,12
1665,,18,,,8,11,10,,10,,7,,8,1
1525,,2,,,2,9,4,4,15,,6,,8,16
1790,,15,,8,,,6,,,15,,,,
1619,,9,,,8,17,15,,13,,1,,,
1564,,11,,3,10,12,11,,19,,13,,14,10
1553,,6,,8,1,,3,,,,,,,
1652,,14,,,,,10,6,,16,,,,
1664,,10,,,,,,,,,,,,
1463,8,6,,19,,,16,,,,,,,
1687,,16,,,,,20,7,,,,,,
1670,,6,7,,,,,1,,,,,,
1538,,10,,,6,,12,14,,17,,,,
1810,,17,,,14,4,14,6,13,,16,,14,13
1545,,7,,,11,8,12,,15,2,13,,15,11
1500,,15,,,4,7,13,,20,7,5,,18,13
1793,,1,,1,,,1,2,,,,,,
1628,19,13,,10,18,8,19,9,4,,,,,
1662,,13,,,10,5,18,,12,15,2,,,
1684,,14,,,,,,,,,,,,
1669,,15,,,4,18,5,,10,,,,,
1613,,6,,,9,,2,,,,,,,
1632,1,9,,,17,2,18,,,,,,,
1706,2,6,,,5,3,10,,12,,6,,3,8
1726,,15,,10,14,,8,9,,10,,,,
1560,,9,,,,,,,,,,,,
1803,,11,7,19,4,2,17,,4,,18,,12,8
1713,,2,,13,15,1,12,13,,9,,,,
1649,2,5,,,5,12,12,10,6,17,2,,14,2
1555,11,19,,,17,16,20,,16,,11,,1,13
1647,13,15,8,,2,1,7,,9,,4,,11,1
1660,,11,,,13,15,14,,3,,9,,13,3
1483,3,19,,,15,7,4,,9,4,10,,10,12
1579,,17,17,,19,17,8,,3,17,20,,,
1769,,9,,19,7,5,4,,19,,11,,4,
1792,,12,8,,,,,11,,,,,,
1603,12,20,,,,,4,,,11,,,,
1663,18,5,,10,,,,5,,9,,18,,
1475,,6,,,12,1,14,,12,,5,,6,18
1557,,17,,,14,12,12,,12,,3,,13,5
1727,,1,,,11,19,19,,17,,20,,11,
1740,12,5,,,17,1,11,,13,,7,,11,12
1536,11,8,,6,6,8,15,15,7,,13,16,1,4
1750,,11,,,,,6,,,,,,,
1755,,1,,,10,9,1,16,2,5,18,,17,16
1505,,10,,,,,,,,,,,,
1737,,15,,3,20,,17,,,,,,,
1485,,4,,,,,19,,,,,,,
1549,,7,,15,,,,,,,,,,
1552,,18,,,15,14,8,,1,6,9,,1,2
1641,12,1,,18,6,8,9,,1,4,8,19,,
1791,,4,,6,,,4,19,,,,14,,
1542,,7,,,4,8,20,,20,14,9,,1,20
1696,18,16,,,16,,8,,,,,,,
1493,4,14,,,15,13,8,,,,,,,
1658,,5,,,3,16,1,,10,,7,,6,13
1697,,20,,,12,9,12,,8,7,5,,3,11
1516,,10,,,18,18,9,,10,,11,,10,10
1762,,17,,,4,2,5,2,15,9,12,,6,2
1775,,15,,4,19,6,11,13,3,,19,,13,10
1686,,20,,19,,,3,6,,,,,,
1541,,19,,3,,,,,,,,,,
1515,,16,,,,,,,,,,,,
1595,,19,,,,,,,,,,,,
1648,,13,,15,19,12,2,,8,1,14,,4,15
1567,,2,,12,14,,7,,,,,,,
1527,2,7,,,6,5,11,,4,9,1,,15,15
1685,,18,,,,,,,,,,,,
1496,5,11,,15,,,5,,,8,,,,
1551,,5,,18,10,12,12,,12,5,13,14,,
1710,,19,,9,,,12,,,,,,,
1700,,15,,,15,13,1,,3,,,,,
1565,10,1,,,3,8,12,1,5,,18,,18,
1532,,18,,,,,,,,,,,,
1812,,1,,,,,19,,,,,,,
1480,,11,,,16,11,12,,7,1,19,12,10,10
1476,,4,,4,10,6,17,,14,,5,,,
1672,,5,,20,10,18,9,,12,,15,19,4,1
1716,,9,,10,18,17,2,,1,5,9,,13,14
1815,,6,,8,2,17,17,,20,,2,,11,14
1464,,6,,,1,4,14,,19,14,17,,9,17
1712,9,16,,,19,2,13,,20,,20,11,,
1709,2,3,,13,,,12,18,,,,,,
1721,,13,,,6,17,10,,18,,1,,,
1621,8,1,,,3,3,13,1,17,,17,,7,3
1499,7,9,,,18,17,10,,,15,,,,
1537,,2,,,,,1,,,1,,,,
1736,18,13,,,15,3,17,,16,13,7,,2,3
1479,1,2,,,,,2,,,,,1,,
1504,,16,,19,12,6,19,,16,,15,,1,16
1558,,6,,,6,17,5,,15,,19,,6,7
1477,,16,,3,8,,9,2,,10,,,,
1786,,1,,,7,15,1,,3,14,16,,3,20
1563,1,19,,,,,,,,,,,,
1722,,2,,,7,,7,,,3,,,,
1606,,13,,,,,12,,,2,,14,,
1679,,6,,11,18,18,19,,,,,,,
1681,,20,,,,,,,,,,,,
1627,,15,,7,8,12,14,,8,,6,,13,12
1548,13,1,,,13,9,3,,8,,1,,14,5
1776,,2,13,12,10,18,17,,14,,15,,11,
1510,4,19,,,17,8,13,,3,,8,,9,
1506,,4,,,15,15,19,,14,,17,,2,9
1472,18,1,,,15,19,13,,16,,15,,7,
1763,,10,,,20,7,1,9,10,,19,,1,
1784,,18,,9,16,2,8,,2,,,,,
1569,,14,8,,3,15,9,2,6,,4,,,
1704,18,10,,11,4,,5,,,6,,,,
1556,,16,,,,,16,,,6,,,,
1546,,1,,,,,2,,,1,,,,
1800,,1,,,,,1,,,1,,,,
1694,,8,16,,,,,,,,,,,
1781,,14,,,,,,,,,,,,
1531,,8,,,,,,,,,,,,
1804,,6,13,,,,,,,,,,,
1674,19,19,,,19,17,1,,3,,8,,3,18
1529,,1,,5,14,10,3,,13,18,19,,9,6
1605,,18,,,18,4,15,,14,18,13,,1,
1607,,2,,,2,14,13,18,,,,,,
1656,8,3,,,11,17,7,8,15,,6,,20,
1543,1,1,,2,,,1,,,,,,,
1807,,1,,,,,,,,,,,,
1637,,8,,,2,18,14,,15,11,5,,20,
1588,,15,,18,20,17,20,11,8,,1,,20,15
1585,,5,,,15,19,16,2,2,1,3,,17,16
1805,,3,,,7,,9,,,10,,,,
1596,2,2,,,,,1,1,,,,,,
1566,,20,,,,,,,,,,,,
1746,,11,,,7,4,14,,16,,18,,17,3
1597,,9,,,20,,4,,,,,8,,
1586,,1,2,,,,2,2,,,,,,
1673,3,8,,,16,18,4,2,,,,,,
1547,,1,,5,7,14,7,,18,,17,,12,5
1667,,15,,,,,3,,,,,,,
1554,,10,,12,11,,1,,,,,,,
1650,,14,,,,,,,,,,,,
1608,13,1,,7,15,,3,,,,,9,,
1517,14,19,,3,7,19,6,,14,,2,,4,9
1830,3,20,,,,,20,2,,,,5,,
2034,,5,4,3,6,4,17,,15,,4,,2,7
1920,19,2,,15,16,15,16,,,,,5,,
1886,,10,,,8,1,15,,8,,12,,18,15
1919,,6,,13,,,,,,,,,,
1933,7,13,,,14,13,9,,1,,2,,,
1923,,6,,19,1,12,1,,20,,,,,
1960,,7,,,13,,17,,,,,,,
1935,,6,,,,,,9,,,,,,
1948,15,19,,,,,,1,,,,8,,
2030,,16,,9,10,11,16,,18,,16,,2,
1929,,16,,,7,17,17,,3,,20,,1,13
1928,,20,,20,,,5,,,7,,,,
1981,,16,,,,,,,,,,,,
1909,,9,,,,,,,,,,,,
1876,,6,,,6,14,12,,14,15,5,,,
1941,,3,,8,4,19,18,,6,,5,,18,17
1845,,2,,,,,1,1,,1,,,,
1841,,5,,,,,,,,,,,,
1994,2,1,,,11,19,20,,1,10,7,,4,
1864,,12,,9,,,18,,,,,,,
1848,,8,,4,6,20,15,,15,,14,,10,4
1891,,20,,,2,16,5,,20,,9,,6,16
2048,14,3,,,18,18,12,,19,,,,,
1968,,16,,,7,3,15,,10,,17,4,19,11
2052,,18,,,,,13,,,,,,,
1965,,19,,,9,,15,17,,,,,,
1916,19,7,,,,,,6,,,,,,
1834,,12,,9,12,6,10,,,,,8,,
2001,,16,,13,,,14,,,,,,,
1926,6,3,,,12,4,17,,4,11,2,,20,7
1869,,6,,2,12,3,4,,1,,,,,
1931,,7,,,,,,,,,,,,
1894,,10,,,2,12,15,,13,,12,,18,
1987,,1,,,,,2,,,,,,,
1888,12,12,,,16,5,17,,7,,18,,7,2
1932,,15,,,18,14,10,,19,,13,,20,
1883,19,17,,,,,7,,,5,,,,
2012,,2,,9,,,15,,,,,,,
1868,,4,,,6,5,3,,8,,12,,,
2047,,14,,,,,,,,,,,,
1950,,2,,,,,1,,,1,,1,,
2040,,10,,12,10,13,4,,18,,19,,11,
1908,,10,,,20,11,5,,15,11,6,,12,17
1905,,18,,,,,18,3,,,,,,
1831,,10,4,,,,7,3,,11,,,,
1900,1,1,,1,,,2,2,,,,,,
1890,1,1,,1,,,2,,,2,,,,
2009,,10,,,9,3,14,,20,,14,,13,14
2036,,20,,6,,,5,,,,,,,
1893,,17,,8,16,19,15,,19,2,19,,,
1943,,1,,,,,1,,,,,,,
1853,,1,,1,,,2,,,,,,,
1837,,19,,,,,1,,,8,,,,
1949,,11,,8,5,7,14,,14,13,15,,16,2
1915,,9,,,,,,,,,,,,
1912,,9,,,,,,,,,,,,
1878,14,16,,,19,14,15,,19,13,17,,8,6
2007,,1,,,,,1,1,,2,,,,
2016,9,1,,8,,,6,15,,,,,,
1913,,2,,,,,,,,,,,,
1899,4,12,,2,17,7,13,,7,,,11,,
2041,,17,,,2,2,10,,1,,,,,
1842,,1,,,,,1,,,,,,,
1952,,1,,,5,20,6,,1,,,,,
1852,,1,,2,,,1,2,,,,,,
2037,,5,,20,13,18,9,,5,20,1,,15,12
1917,,11,,,17,18,10,,20,,6,,4,11
1983,,3,,2,14,14,19,,,,,,,
2011,13,13,,,2,16,11,,10,1,14,20,19,10
1934,,1,,1,,,2,,,,,,,
2056,,7,,,10,15,7,7,11,,,,,
2043,,4,,,6,,15,,,,,,,
1942,,16,,,12,8,1,16,2,,,,,
2053,,19,,8,4,4,9,,1,,14,,18,3
2004,,14,,,12,12,7,,1,,10,,1,17
2044,,4,,,,,,,,,,,,
1867,3,2,,10,,,16,,,19,,,,
1963,10,9,,,12,2,15,,12,,17,,5,10
2026,5,15,,,4,15,2,,8,5,3,,17,1
1995,1,2,,,,,2,,,,,,,
1844,,19,,,,,15,,,1,,,,
1884,18,5,,13,19,13,5,,5,,20,,20,13
2027,,10,,1,1,7,4,,20,,15,,19,
2049,,9,,,,,14,,,,,,,
1922,19,2,,20,6,12,13,20,20,,,,,
1982,,3,,,,,12,,,,,,,
1824,,18,,,,,,,,,,,,
1978,,16,,,13,2,12,,13,,10,,8,14
2054,,1,,,,,2,,,,,,,
1847,,2,,8,7,10,13,,,9,,,,
1979,9,14,,,,,16,,,,,,,
1939,16,13,,,2,15,16,,17,,11,,4,2
1822,5,8,,,11,8,5,3,7,,14,,18,3
1984,6,2,,,4,20,3,,7,,12,,5,4
2051,9,13,,7,5,13,10,,1,17,20,,6,
1901,,5,,6,10,7,18,,13,,4,,16,10
2019,,2,,,,,1,2,,,,,,
1849,19,18,,4,7,4,17,,19,12,9,,19,18
1879,18,18,15,,10,1,17,,5,,9,,18,
1866,18,17,,,8,2,10,13,9,19,18,,2,5
1825,,2,,1,,,2,,,1,,,,
2046,10,18,,,5,11,6,9,,,,,,
1865,,19,,6,,,2,6,,14,,,,
2028,5,12,,9,7,5,11,,4,,12,,13,3
1999,,5,,20,1,5,17,,13,,,,,
1904,13,15,,,,,7,,,,,,,
1962,,10,,,1,17,1,11,7,16,13,,15,20
1854,13,9,,20,15,11,8,,4,,11,,19,14
1955,,8,,,,,6,,,11,,16,,
1986,,1,,,,,8,,,9,,,,
1880,,16,,,15,,15,,,18,,,,
1850,,15,,6,5,,9,,,,,,,
1972,,2,,2,,,1,,,2,,,,
1871,,10,,14,11,13,7,,16,5,11,,18,
1937,,19,,,,,,,,,,,,
1827,,16,,,9,3,13,15,19,,,,,
2024,11,20,,6,5,11,5,,11,,18,,12,2
1828,,12,,,6,10,2,,6,,12,,,
1896,,10,,,,,,,,,,,,
1990,,2,,1,18,12,13,,17,20,5,,,
1907,13,3,,,8,5,13,,3,,8,,,
2045,10,13,,8,19,13,2,,13,,,,,
1906,,2,,2,,,,,,,,,,
1851,,17,,20,19,13,2,,9,,13,,19,12
1993,1,16,,2,,,17,,,,,,,
